pz,px,py,ledID,cubeID,stripID
-14.222680361891344,101.8418552968982,30.77313825699756,0,0,2
-13.72070705673925,100.82937288492245,30.216272930410902,1,0,2
-13.218733751587157,99.81689047294671,29.659407603824246,2,0,2
-12.716760446435062,98.80440806097097,29.10254227723759,3,0,2
-12.214787141282969,97.79192564899522,28.54567695065093,4,0,2
-11.712813836130875,96.77944323701948,27.988811624064276,5,0,2
-11.210840530978782,95.76696082504374,27.431946297477616,6,0,2
-10.708867225826687,94.754478413068,26.875080970890963,7,0,2
-10.206893920674595,93.74199600109225,26.318215644304303,8,0,2
-9.7049206155225,92.72951358911651,25.76135031771765,9,0,2
-9.202947310370407,91.71703117714077,25.20448499113099,10,0,2
-8.700974005218313,90.70454876516501,24.647619664544333,11,0,2
-8.199000700066218,89.69206635318928,24.090754337957677,12,0,2
-7.697027394914124,88.67958394121354,23.53388901137102,13,0,2
-7.19505408976203,87.66710152923778,22.977023684784363,14,0,2
13.209432284513063,92.36434996800607,25.560510326106876,0,0,3
12.053915245904514,91.9245129723008,25.318599978468978,1,0,3
10.898398207295964,91.48467597659553,25.076689630831083,2,0,3
9.742881168687411,91.04483898089026,24.83477928319319,3,0,3
8.58736413007886,90.605001985185,24.59286893555529,4,0,3
7.4318470914703125,90.16516498947972,24.350958587917397,5,0,3
6.276330052861762,89.72532799377446,24.1090482402795,6,0,3
5.12081301425321,89.28549099806918,23.867137892641605,7,0,3
3.9652959756446613,88.84565400236391,23.62522754500371,8,0,3
2.8097789370361106,88.40581700665865,23.383317197365812,9,0,3
1.6542618984275617,87.96598001095337,23.141406849727918,10,0,3
0.4987448598190092,87.52614301524811,22.89949650209002,11,0,3
-0.6567721787895433,87.08630601954283,22.657586154452126,12,0,3
-1.812289217398094,86.64646902383757,22.415675806814228,13,0,3
-2.9678062560066447,86.20663202813229,22.173765459176334,14,0,3
13.196256242439842,94.22531340583896,26.584040216914964,0,0,4
12.694282937287745,95.2377958178147,27.14090554350162,1,0,4
12.192309632135647,96.25027822979044,27.697770870088277,2,0,4
11.69033632698355,97.26276064176618,28.254636196674934,3,0,4
11.188363021831453,98.27524305374193,28.81150152326159,4,0,4
10.686389716679356,99.28772546571767,29.368366849848243,5,0,4
10.184416411527259,100.30020787769341,29.9252321764349,6,0,4
9.68244310637516,101.31269028966915,30.482097503021556,7,0,4
9.180469801223063,102.32517270164489,31.038962829608213,8,0,4
8.678496496070967,103.33765511362063,31.59582815619487,9,0,4
8.176523190918868,104.35013752559638,32.15269348278152,10,0,4
7.674549885766772,105.36261993757212,32.70955880936818,11,0,4
7.172576580614673,106.37510234954786,33.266424135954836,12,0,4
